seed,frame,cls,uc,v
42,345,0,547.0,598.0
42,346,1,46.5,640.0
42,346,1,394.5,386.2
42,346,1,475.5,527.5
42,346,1,314.8,526.0
42,346,0,341.8,474.0
42,346,0,506.2,569.0
42,346,0,547.5,598.5
42,346,0,331.0,488.5
42,346,0,277.5,582.0
42,346,0,330.0,487.2
42,346,1,50.9,545.0
42,347,1,37.0,640.0
42,347,1,475.0,530.5
42,347,1,314.0,528.5
42,347,0,505.8,572.0
42,347,0,328.5,487.8
42,347,1,391.5,385.5
42,347,0,341.0,477.5
42,348,1,24.8,640.0
42,348,1,474.0,537.0
42,348,1,311.0,532.5
42,348,1,389.0,389.2
42,348,0,505.5,576.0
42,348,0,73.6,544.5
42,348,0,302.8,538.0
42,348,0,327.5,500.5
42,348,0,549.0,625.0
42,348,0,587.0,578.0
42,349,1,22.5,640.0
42,349,1,475.5,538.0
42,349,1,312.5,531.5
42,349,1,390.0,388.5
42,349,0,303.0,540.5
42,349,0,73.1,540.0
42,349,0,328.0,497.2
42,349,1,25.4,519.0
42,349,0,552.0,581.0
42,349,0,552.5,614.0
42,349,0,142.5,485.0
42,350,1,11.3,534.0
42,350,1,471.5,540.5
42,350,0,550.5,628.5
42,350,1,306.5,536.0
42,350,0,505.0,586.5
42,350,1,22.1,531.0
42,350,0,322.8,500.0
42,350,0,453.0,497.5
42,350,0,219.6,638.0
42,350,0,22.0,532.0
42,350,0,334.5,484.5
42,351,1,465.0,544.0
42,351,1,380.0,393.0
42,351,1,300.5,537.5
42,351,0,588.0,594.5
42,351,0,316.5,500.2
42,351,0,544.0,576.0
42,351,0,260.2,536.5
42,352,1,462.0,542.5
42,352,1,296.0,539.0
42,352,1,374.2,394.0
42,352,1,461.0,542.0
42,352,0,204.8,636.0
42,352,0,542.0,583.5
42,352,0,311.2,497.5
42,352,0,323.8,484.5
42,352,1,333.8,459.5
42,352,0,286.5,545.0
42,353,1,457.2,545.5
42,353,1,456.5,543.5
42,353,1,290.2,541.0
42,353,1,329.8,466.0
42,353,1,372.0,393.5
42,353,0,306.0,504.0
42,353,0,197.5,639.0
42,354,1,458.0,549.5
42,354,0,590.0,605.0
42,354,1,290.2,542.5
42,354,1,372.0,394.8
42,354,0,494.0,592.5
42,354,1,330.0,465.2
42,354,0,542.0,588.5
42,354,0,318.0,486.5
42,354,0,306.0,502.5
42,355,1,458.8,551.0
42,355,1,371.5,392.2
42,355,0,496.0,595.5
42,355,0,317.2,484.2
42,355,0,22.8,556.5
42,355,0,304.8,500.5
42,355,1,288.8,542.5
42,355,0,545.5,591.0
42,356,1,368.5,389.2
42,356,1,456.5,550.0
42,356,1,286.0,544.5
42,356,1,326.0,461.5
42,356,0,187.9,639.5
42,356,0,10.9,557.5
42,356,1,126.2,498.0
42,356,1,325.0,458.5
42,356,0,493.5,599.0
42,357,1,363.5,390.0
42,357,1,451.8,550.0
42,357,1,280.0,541.0
42,357,0,296.5,496.0
42,357,0,309.2,483.5
42,357,0,489.8,598.5
42,357,0,270.2,554.0
42,358,1,359.0,386.0
42,358,1,450.0,547.0
42,358,1,276.5,538.0
42,358,0,171.9,637.0
42,358,0,489.2,600.5
42,358,0,231.6,609.0
42,358,0,294.0,494.2
42,358,0,293.5,494.0
42,358,0,428.5,503.2
42,359,1,360.0,384.5
42,359,1,449.5,544.0
42,359,0,293.5,493.2
42,359,1,276.0,538.0
42,359,0,230.0,609.0
42,359,0,305.5,478.0
42,359,0,171.6,638.0
42,360,1,449.5,541.0
42,360,1,358.0,379.5
42,360,1,316.8,447.0
42,360,0,292.0,491.5
42,360,1,274.5,538.0
42,360,0,548.5,631.0
42,360,0,490.5,594.0
42,360,1,273.2,539.5
42,361,1,356.0,381.0
42,361,1,447.0,540.5
42,361,0,157.4,635.0
42,361,1,270.0,538.0
42,361,0,301.0,475.5
42,362,0,279.5,493.2
42,362,1,439.2,541.0
42,362,1,348.5,377.5
42,362,0,143.5,633.0
42,362,0,211.5,611.0
42,362,0,292.5,474.5
42,362,0,261.5,537.0
42,362,1,261.5,536.0
42,362,0,388.5,429.0
42,363,1,340.0,376.0
42,363,1,429.5,546.0
42,363,0,125.8,631.0
42,363,1,430.0,540.5
42,363,1,295.8,449.0
42,363,0,198.2,617.0
42,363,0,534.0,635.5
42,363,0,470.8,588.0
42,363,1,250.0,539.5
42,363,0,407.0,490.2
42,364,1,335.5,372.2
42,364,1,244.9,539.5
42,364,1,424.0,537.5
42,364,0,264.0,492.0
42,364,0,263.0,489.5
42,364,0,593.0,635.0
42,364,0,277.5,472.5
42,365,0,108.0,637.0
42,365,1,332.0,376.5
42,365,1,422.0,537.0
42,365,0,230.5,548.0
42,365,0,465.0,589.0
42,365,0,260.5,488.2
42,365,1,240.6,541.0
42,366,1,329.0,371.0
42,366,1,421.2,536.0
42,366,1,286.0,445.0
42,366,0,259.0,491.5
42,366,0,227.4,544.5
42,366,0,463.5,589.0
42,366,0,398.8,484.0
42,366,0,184.4,619.0
42,366,1,238.5,538.5
42,367,1,420.5,534.0
42,367,1,327.5,368.5
42,367,0,98.6,638.0
42,367,0,182.8,624.5
42,367,0,257.6,488.0
42,367,1,284.5,443.0
42,367,0,226.0,535.0
42,368,1,420.5,527.5
42,368,1,327.0,365.0
42,368,0,180.5,617.0
42,368,1,237.1,529.0
42,369,0,251.2,478.5
42,369,1,324.0,363.5
42,369,0,83.5,639.0
42,369,1,230.2,536.5
42,369,1,279.0,441.0
42,369,0,172.0,625.0
42,369,1,230.1,534.5
42,369,1,416.0,525.0
42,370,0,249.8,480.2
42,370,0,79.2,640.0
42,370,1,229.4,535.0
42,370,1,415.0,519.0
42,370,0,3.9,614.0
42,370,1,278.0,437.5
42,370,0,171.5,619.0
42,370,1,277.2,438.5
42,370,0,217.0,541.0
42,371,0,250.0,480.0
42,371,1,229.2,536.0
42,371,1,416.5,520.5
42,371,1,323.8,359.0
42,371,1,229.1,536.0
42,371,1,277.8,434.0
42,371,1,278.5,433.5
42,371,0,168.8,630.0
42,371,0,76.2,639.0
42,372,0,248.4,477.5
42,372,1,415.0,520.5
42,372,1,276.8,434.0
42,372,0,263.0,462.5
42,372,0,213.8,545.5
42,372,0,165.8,637.0
42,372,1,226.5,534.0
42,373,0,247.8,480.0
42,373,0,164.9,634.0
42,373,0,263.0,462.0
42,373,1,276.8,434.5
42,373,0,213.1,547.0
42,374,0,246.2,481.0
42,374,1,275.0,437.0
42,374,1,414.8,522.5
42,374,1,373.0,430.5
42,374,0,261.2,463.2
42,375,1,413.8,521.0
42,375,0,245.1,481.0
42,375,0,390.5,473.2
42,376,0,243.5,479.0
42,376,0,259.5,463.0
42,376,1,221.2,535.5
42,376,1,219.2,539.5
42,376,1,272.5,435.0
42,376,1,414.0,523.0
42,376,1,273.5,433.2
42,377,0,243.9,477.8
42,377,1,272.5,437.2
42,377,1,273.5,435.5
42,377,0,259.5,460.5
42,377,1,221.1,531.5
42,377,0,268.5,444.5
42,377,1,415.2,522.0
42,377,1,219.0,537.0
42,378,0,242.8,478.2
42,378,1,415.0,523.0
42,378,1,271.5,437.5
42,378,0,46.5,639.0
42,379,1,218.0,539.0
42,379,0,241.8,481.8
42,379,1,271.0,426.5
42,380,1,315.8,355.0
42,380,1,215.0,539.5
42,380,1,270.0,431.0
42,380,1,413.2,524.5
42,380,0,148.5,636.0
42,380,1,270.0,433.2
42,380,1,369.0,427.8
42,381,1,315.5,357.2
42,381,1,213.2,541.5
42,381,1,412.0,532.0
42,381,1,268.2,432.8
42,381,0,237.8,481.0
42,381,1,367.5,426.5
42,381,0,235.5,456.5
42,381,0,198.4,556.5
42,382,1,315.2,357.8
42,382,1,212.5,539.0
42,382,0,237.5,482.2
42,382,1,268.0,425.5
42,382,1,213.0,538.5
42,382,0,636.0,573.0
42,382,0,197.8,543.0
42,382,1,5.0,524.0
42,383,1,316.0,354.5
42,383,0,237.1,477.8
42,383,1,212.1,537.5
42,383,0,355.2,403.5
42,383,0,197.8,537.5
42,383,1,413.5,528.5
42,383,1,368.0,426.5
42,383,1,369.0,428.0
42,383,1,4.0,525.5
42,384,0,234.0,484.0
42,384,1,312.2,353.0
42,384,1,412.0,533.5
42,384,1,265.5,434.0
42,384,1,207.9,543.0
42,384,1,366.0,432.8
42,385,1,316.0,352.0
42,385,0,233.6,482.0
42,385,1,207.5,545.5
42,385,1,413.0,535.0
42,385,1,266.0,435.0
42,386,1,312.8,355.2
42,386,0,231.5,480.0
42,386,1,411.8,538.5
42,386,1,263.8,430.5
42,386,0,249.2,461.8
42,386,1,365.5,433.5
42,386,1,205.8,542.0
42,387,1,312.2,350.5
42,387,0,232.2,480.2
42,387,1,414.0,536.0
42,387,1,265.2,436.2
42,387,1,205.0,548.0
42,387,0,250.0,461.5
42,388,1,311.5,351.5
42,388,1,203.0,548.0
42,388,1,262.0,434.5
42,388,1,413.0,541.0
42,388,0,230.8,483.0
42,388,0,247.1,464.0
42,389,1,310.5,352.0
42,389,1,262.0,435.0
42,389,1,201.0,551.0
42,389,1,412.2,545.5
42,389,1,261.5,437.5
42,390,1,199.5,552.5
42,390,1,411.0,546.0
42,390,1,260.0,434.0
42,390,1,308.5,355.0
42,390,1,361.5,436.2
42,390,0,182.8,566.0
42,390,0,226.8,484.0
42,391,1,309.0,356.0
42,391,1,199.0,555.0
42,391,1,412.0,548.0
42,392,1,411.0,548.5
42,392,1,361.5,436.5
42,392,1,307.5,358.5
42,392,1,196.2,553.5
42,392,0,114.9,639.0
42,392,1,258.1,437.0
42,393,1,361.5,436.0
42,393,1,411.0,546.5
42,393,1,308.0,356.5
42,393,0,112.8,638.0
42,393,1,258.2,429.5
42,394,1,304.5,354.5
42,394,1,408.0,548.5
42,394,1,254.5,434.8
42,394,1,190.2,559.5
42,394,0,219.5,487.5
42,395,1,305.0,351.8
42,395,1,409.0,547.0
42,395,1,189.6,554.5
42,395,0,219.2,487.2
42,395,1,251.2,427.5
42,395,0,101.2,639.0
42,395,1,359.0,431.0
42,396,1,302.2,355.0
42,396,0,217.2,490.5
42,396,1,408.0,545.5
42,396,1,186.1,561.0
42,396,1,253.0,437.0
42,396,1,357.5,432.2
42,397,1,305.5,353.5
42,397,0,219.0,487.5
42,397,1,411.0,547.0
42,397,1,360.2,430.5
42,397,1,187.0,561.0
42,397,1,254.5,433.0
42,398,1,300.8,355.2
42,398,1,184.0,565.5
42,398,0,215.2,493.0
42,398,1,408.5,549.5
42,398,1,357.2,432.5
42,398,1,251.5,433.8
42,398,1,248.0,441.2
42,398,1,251.8,436.0
42,398,0,261.0,421.0
42,398,1,246.2,434.0
42,398,1,251.8,435.5
42,399,0,217.6,495.0
42,399,1,303.5,351.5
42,399,1,411.5,549.5
42,399,1,254.2,434.0
42,399,1,185.0,565.0
42,399,0,262.5,421.5
42,399,1,359.8,433.5
42,400,1,301.0,354.0
42,400,1,409.5,552.5
42,400,1,181.8,567.5
42,400,1,250.9,432.0
42,400,0,260.5,422.5
42,400,1,357.5,432.0
42,400,0,244.8,453.5
42,400,1,249.2,437.0
42,400,0,213.9,491.8
42,400,0,233.8,471.0
42,401,1,303.5,355.8
42,401,1,253.5,440.5
42,401,1,411.8,551.5
42,401,0,215.4,495.0
42,401,1,182.5,570.5
42,401,0,246.0,452.0
42,401,0,235.2,471.5
42,402,1,299.5,354.5
42,402,1,176.2,570.0
42,402,1,248.6,439.2
42,402,1,409.2,548.5
42,402,0,210.9,493.0
42,402,0,232.0,470.5
42,402,1,356.0,432.5
42,402,1,243.5,436.0
42,402,1,249.2,440.0
42,403,1,301.2,354.2
42,403,1,411.8,550.5
42,403,1,357.8,431.8
42,403,1,178.8,569.5
42,403,1,251.1,429.2
42,403,0,213.6,493.8
42,404,1,301.2,351.0
42,404,1,412.0,552.0
42,404,1,176.4,570.0
42,404,0,211.9,492.2
42,404,1,358.0,429.2
42,404,1,250.2,431.0
42,405,1,301.0,351.0
42,405,1,175.9,575.0
42,405,0,211.8,491.5
42,405,1,413.5,552.0
42,405,1,251.0,431.2
42,406,1,301.2,351.5
42,406,1,173.0,579.5
42,406,1,413.5,553.5
42,406,1,358.5,433.0
42,406,0,232.8,474.0
42,406,1,249.8,437.0
42,406,0,210.5,498.0
42,407,1,412.0,553.5
42,407,1,300.0,349.5
42,407,1,171.2,581.0
42,407,1,242.0,437.5
42,407,1,247.2,441.0
42,407,1,357.5,431.0
42,407,1,248.8,442.0
42,408,1,299.5,349.5
42,408,1,169.2,583.0
42,408,1,413.0,554.5
42,408,1,247.5,438.0
42,408,0,207.2,496.5
42,408,1,357.5,431.0
42,409,1,165.4,583.0
42,409,1,411.8,554.5
42,409,1,298.0,350.0
42,409,1,245.6,440.2
42,409,1,354.2,421.0
42,409,1,244.8,442.5
42,409,0,204.8,499.5
42,410,1,411.5,551.5
42,410,1,164.0,583.0
42,410,1,245.2,437.5
42,410,1,298.0,350.0
42,410,1,353.8,424.2
42,410,1,244.4,438.5
42,410,1,354.5,427.5
42,410,0,203.8,495.8
42,410,0,378.2,478.2
42,410,0,237.8,450.0
42,411,1,298.5,343.2
42,411,1,246.0,437.5
42,411,1,413.2,552.5
42,411,1,245.2,438.2
42,411,1,163.4,583.0
42,411,1,355.0,420.8
42,411,0,203.8,494.2
42,411,1,238.6,439.5
42,412,1,299.5,343.0
42,412,1,245.9,434.0
42,412,1,163.8,582.0
42,412,1,246.5,433.5
42,412,0,265.0,402.2
42,412,1,357.5,420.5
42,412,0,257.4,414.2
42,412,0,204.9,492.0
42,412,1,356.5,416.0
42,413,1,303.5,337.5
42,413,1,168.5,582.0
42,413,1,361.8,419.2
42,413,1,422.2,558.5
42,413,1,251.4,432.5
42,413,0,262.0,411.5
42,414,1,306.5,336.0
42,414,1,168.8,581.0
42,414,1,253.6,432.0
42,414,1,424.5,552.0
42,414,1,365.5,418.5
42,414,0,389.5,473.0
42,414,1,364.8,419.5
42,414,1,366.0,420.5
42,415,1,305.0,337.5
42,415,1,167.5,582.5
42,415,1,424.5,552.5
42,415,1,252.5,430.5
42,415,0,389.0,473.5
42,415,1,251.4,425.8
42,416,1,428.2,553.0
42,416,1,307.8,337.0
42,416,1,169.8,582.0
42,416,1,254.5,427.0
42,416,0,391.5,475.0
42,416,0,634.0,597.0
42,416,1,366.2,411.0
42,416,0,212.0,489.5
42,417,1,428.0,552.0
42,417,1,307.2,332.0
42,417,1,166.8,580.5
42,417,1,253.8,429.5
42,417,1,365.2,414.0
42,417,0,264.0,406.8
42,417,1,365.5,412.2
42,417,0,390.5,469.5
42,418,1,428.8,554.0
42,418,1,305.8,331.5
42,418,1,166.0,583.0
42,418,1,253.0,428.5
42,418,1,365.2,414.5
42,418,0,209.9,489.0
42,418,0,390.8,469.5
42,418,0,264.0,407.5
42,418,1,252.1,426.2
42,418,1,365.5,412.5
42,419,1,436.8,550.0
42,419,1,258.5,420.0
42,419,0,215.8,485.0
42,419,1,171.4,581.0
42,419,1,312.0,328.8
42,419,1,371.5,408.5
42,419,1,257.2,417.8
42,420,1,262.0,423.5
42,420,0,218.2,484.0
42,420,1,261.0,423.8
42,420,1,440.0,545.0
42,420,1,172.4,583.5
42,420,1,374.0,404.5
42,420,1,314.5,329.5
42,420,1,254.4,419.5
42,420,0,280.5,390.0
42,420,0,273.0,402.5
42,421,1,268.2,420.5
42,421,1,381.5,405.0
42,421,0,408.0,466.2
42,421,1,178.8,580.0
42,421,1,267.5,423.0
42,421,1,267.0,415.0
42,421,1,382.2,410.0
42,422,0,277.0,403.5
42,422,1,175.5,587.5
42,422,0,222.0,486.0
42,422,1,265.8,424.5
42,422,0,406.0,467.2
42,422,1,380.2,410.0
42,422,0,245.5,458.5
42,422,0,258.8,435.5
42,422,1,382.0,413.0
42,422,1,381.0,413.5
42,422,0,632.0,350.8
42,422,0,196.2,546.5
42,423,1,324.0,329.2
42,423,1,182.2,588.0
42,423,1,385.5,408.0
42,423,1,455.0,562.5
42,423,0,227.5,487.0
42,424,1,325.8,323.2
42,424,1,181.5,588.5
42,424,1,455.8,551.0
42,424,1,386.2,408.2
42,424,1,272.8,423.5
42,424,1,271.5,425.2
42,424,0,283.8,403.0
42,424,0,227.2,487.5
42,425,1,456.2,568.0
42,425,1,323.5,329.2
42,425,1,385.2,411.8
42,425,1,270.0,425.0
42,425,1,179.5,593.5
42,426,1,461.5,572.0
42,426,1,272.8,425.5
42,426,1,328.0,332.8
42,426,1,273.5,428.0
42,426,1,389.2,417.5
42,426,0,17.6,638.0
42,426,0,284.5,407.0
42,426,1,180.5,597.0
42,426,1,180.1,595.5
42,426,0,373.0,383.5
42,427,1,465.0,577.0
42,427,1,328.5,334.8
42,427,1,181.0,600.5
42,427,1,274.0,426.5
42,427,1,391.0,419.0
42,427,0,15.8,638.0
42,427,1,273.2,423.0
42,427,0,419.5,483.0
42,427,0,229.0,492.0
42,427,1,181.5,603.5
42,427,1,390.0,415.2
42,428,1,466.5,580.5
42,428,1,330.0,339.2
42,428,1,179.9,602.5
42,428,1,274.0,430.5
42,428,1,391.0,418.5
42,428,0,420.0,484.5
42,428,0,286.0,410.0
42,428,1,273.0,433.0
42,429,1,467.5,580.5
42,429,1,179.5,610.0
42,429,1,327.8,334.5
42,429,0,285.0,412.0
42,429,1,390.5,419.5
42,429,1,273.2,428.2
42,429,1,390.0,415.5
42,429,1,274.0,431.0
42,429,0,420.5,486.5
42,429,1,272.2,434.0
42,429,0,228.4,499.0
42,429,0,293.8,400.0
42,430,1,331.2,337.8
42,430,1,393.2,418.5
42,430,1,472.0,584.5
42,430,1,276.2,432.8
42,430,1,179.4,607.5
42,430,1,275.0,428.5
42,430,0,423.0,484.5
42,430,0,228.9,497.0
42,430,0,268.5,446.0
42,431,1,176.8,616.5
42,431,1,329.5,338.8
42,431,1,392.5,421.5
42,431,0,422.8,487.5
42,431,1,472.2,590.5
42,431,1,275.0,430.0
42,431,1,274.0,430.0
42,431,0,227.6,502.0
42,431,1,273.0,434.5
42,431,1,391.5,416.0
42,431,0,294.2,401.0
42,431,0,201.2,570.0
42,431,0,286.2,412.0
42,432,1,330.0,341.5
42,432,1,392.8,423.2
42,432,1,175.1,620.0
42,432,0,422.8,489.2
42,432,0,227.0,501.8
42,432,1,273.8,433.8
42,432,0,286.2,415.0
42,432,1,472.5,588.5
42,432,0,87.9,520.0
42,432,1,274.5,436.5
42,432,0,71.7,534.5
42,433,1,331.0,342.0
42,433,1,393.5,425.0
42,433,1,174.8,623.5
42,433,1,275.5,440.2
42,433,0,227.6,508.5
42,433,0,425.2,494.0
42,433,1,474.5,589.0
42,433,0,286.5,417.5
42,433,1,274.8,437.0
42,433,1,274.5,443.0
42,433,1,175.0,625.0
42,434,1,393.0,427.0
42,434,1,330.2,343.0
42,434,0,425.0,493.5
42,434,0,285.8,419.8
42,434,1,475.8,591.5
42,434,0,226.5,509.5
42,434,1,171.5,630.0
42,434,0,17.0,576.5
42,434,1,273.0,436.0
42,435,1,330.5,344.0
42,435,1,477.5,605.5
42,435,0,426.5,495.5
42,435,1,394.0,428.2
42,435,1,274.5,440.0
42,435,1,273.5,439.0
42,435,1,170.8,633.5
42,436,1,331.5,346.0
42,436,1,395.8,427.0
42,436,1,274.5,443.0
42,436,0,428.2,502.0
42,436,0,286.5,424.0
42,436,1,167.8,632.0
42,436,1,483.0,617.0
42,436,0,6.4,599.0
42,436,1,273.5,438.5
42,436,0,296.0,407.0
42,437,1,397.0,431.2
42,437,1,331.5,347.5
42,437,0,430.8,502.0
42,437,1,486.2,613.5
42,437,0,224.8,521.0
42,437,1,274.0,445.5
42,437,0,286.5,425.5
42,437,1,273.0,448.2
42,437,0,378.5,399.5
42,437,0,295.5,411.2
42,437,0,377.8,399.2
42,438,1,331.5,345.0
42,438,1,274.8,447.5
42,438,1,398.0,433.5
42,438,0,587.0,574.0
42,438,1,273.5,450.5
42,438,1,488.0,629.0
42,438,0,432.5,499.5
42,438,1,489.0,630.0
42,438,0,379.2,398.0
42,439,1,331.0,354.5
42,439,1,399.0,440.5
42,439,0,221.8,538.5
42,439,1,493.0,610.0
42,439,1,489.5,632.5
42,439,1,274.0,459.5
42,439,0,434.0,514.5
42,439,0,379.0,402.8
42,439,0,468.8,579.0
42,440,1,331.8,361.8
42,440,1,274.5,463.0
42,440,0,438.5,522.5
42,440,0,221.0,547.0
42,440,1,400.5,443.2
42,440,1,500.8,633.5
42,440,0,380.8,411.5
42,440,0,297.0,425.0
42,441,1,332.5,358.2
42,441,1,275.5,465.5
42,441,0,439.5,524.0
42,441,0,220.6,547.0
42,441,1,401.5,449.8
42,441,1,150.2,638.0
42,441,1,499.5,624.0
42,441,0,288.5,442.2
42,442,1,140.8,639.5
42,442,1,331.5,361.5
42,442,1,274.0,473.2
42,442,0,440.2,528.5
42,442,1,402.0,452.2
42,442,0,217.0,559.0
42,442,0,297.0,430.5
42,443,1,335.0,366.0
42,443,1,277.2,477.2
42,443,0,219.1,562.5
42,443,1,407.0,460.8
42,443,0,290.8,449.5
42,443,1,278.0,476.5
42,443,0,447.0,533.5
42,443,1,139.2,639.5
42,443,0,300.0,437.0
42,444,1,404.5,463.0
42,444,1,331.2,368.8
42,444,1,274.0,481.5
42,444,1,512.9,640.0
42,444,0,215.0,572.5
42,444,0,421.5,462.0
42,444,1,273.2,484.5
42,444,0,445.0,536.5
42,444,0,287.2,455.5
42,444,0,296.8,438.0
42,445,1,408.8,466.5
42,445,1,337.0,370.0
42,445,1,525.5,635.5
42,445,0,290.0,459.5
42,445,1,277.0,486.5
42,445,0,215.5,577.5
42,445,0,451.0,554.5
42,445,1,528.0,639.0
42,445,0,386.5,428.0
42,445,1,131.9,639.0
42,445,0,390.5,428.0
42,446,1,336.2,374.5
42,446,1,408.5,469.0
42,446,0,213.0,581.5
42,446,1,531.0,629.5
42,446,1,276.0,487.2
42,446,0,288.5,458.2
42,446,0,452.5,559.0
42,446,1,531.5,638.5
42,446,0,391.0,430.2
42,446,0,386.5,428.2
42,446,1,274.8,480.2
42,447,1,337.5,374.5
42,447,0,455.5,562.0
42,447,1,275.5,488.0
42,447,1,536.0,640.0
42,447,1,409.5,472.5
42,447,1,542.0,639.5
42,447,0,211.0,583.0
42,447,0,289.0,462.0
42,447,1,119.8,640.0
42,447,0,387.0,431.5
42,447,1,275.0,492.0
42,447,0,391.5,431.5
42,447,0,288.5,460.5
42,448,1,337.5,376.8
42,448,1,113.6,640.0
42,448,1,410.2,476.0
42,448,1,275.0,489.5
42,448,1,549.0,640.0
42,448,0,457.8,569.5
42,448,0,209.2,586.0
42,448,0,288.5,461.5
42,448,1,115.1,640.0
42,448,0,386.8,430.5
42,449,1,549.5,638.0
42,449,1,339.0,375.5
42,449,1,413.5,472.5
42,449,1,111.1,640.0
42,449,0,291.0,460.0
42,449,1,277.0,489.5
42,449,0,462.0,566.0
42,449,0,210.5,591.5
42,449,1,276.5,490.0
42,449,0,300.8,446.0
42,449,0,389.5,431.0
42,449,1,556.5,640.0
42,449,1,110.1,640.0
42,449,0,290.5,457.8
42,449,0,266.5,499.0
42,449,1,554.5,639.5
42,450,1,337.5,372.8
42,450,1,561.0,639.5
42,450,0,463.5,567.0
42,450,1,414.0,476.0
42,450,1,275.5,490.0
42,450,0,206.9,595.0
42,450,1,562.5,636.0
42,450,0,289.0,460.0
42,450,1,100.1,639.0
42,450,0,389.5,429.5
42,450,0,299.5,446.5
42,450,0,394.5,430.5
42,451,1,338.0,373.5
42,451,1,415.0,482.5
42,451,0,466.5,578.0
42,451,1,273.5,496.5
42,451,0,288.2,463.0
42,451,0,389.5,434.2
42,451,1,573.0,640.0
42,451,1,274.0,493.5
42,451,0,204.0,602.5
42,451,0,299.2,447.5
